full_text,sentiment
"6. #TheGreatProblemSolver Cast: #LeeJiAh #KangKiYoung Plot: Tentang pemecah masalah perceraian terbaik di Korea yang menghukum pasangan yang bersalah."" Tayang: 31 Januari https://t.co/T7pgZtzNE7""",Negative
@mianeimari Meski abi berakhir di meja perceraian makasi da mengajari nje banyak hal 🙏,Positive
"Jadi contoh dan gambaran yang umum, dampak dari perceraian orang tua. Yang banyak banget pasti kita liat. Aku ga menyudutkan siapa pun yang memilih bertahan demi anak, aku tahu karena pernah ada di posisi itu, mamahku juga. Aku tahu siapa pun yang ada di masa itu pasti sulit.",Positive
"Abis bahas isu pendidikan, bahas tentang perceraian, terus diajak ngerjain soal matematika 🥹🥹 https://t.co/0hSluJzYOw",Negative
"#KimSunYoung bintangi drama JTBC #GreatProblemSolver  Berperan sebagai Son Jang Mi, CEO Solution, sebuah perusahaan resolusi perceraian. Dia rekan kerja yang membangun persahabatan dengan Sarah ( #LeeJiAh) karena rasa saling simpati.  https://t.co/SBMPxb6L5R https://t.co/Mqta48t2pc",Positive
Ini Yang Dimaksud Dengan Talak Tiga  #khalidbasalamah #islam #ilmu #pernikahan #talak #perceraian #kajian #indonesia #selfreminder #videoislami https://t.co/OqC2sqLNmW,Neutral
@kayyuff Sesungguhnya Allah membenci perceraian :),Negative
Mengejutkan! Han Areum eks T-ARA umumkan perceraian dan rencananya untuk kembali menikah secara bersamaan. Cek selengkapnya di sini https://t.co/dp6PrJY8Ns,Positive
"@convomf Mari pelukan nder🫂 gue jg sama² korban broken home tanpa perceraian dan rasanya muak bgt🙃 buat ibu² muda yg keluarganya berantakan berantem tiap hari better lu cere dah jgn pertahanin rumah tangga dgn alesan anak, yg ada alesan lo itu bikin anak depresi doang",Negative
"⠀ “Ini ada yang lagi berantem di persidangan kasus perceraian, ya?” ⠀",Negative
"[cm] titipan  Sender ada tugas UAS buat artikel yang dikirim ke media massa. Artikelnya udah terbit, terus sender baru sadar kalau isinya ada kayak gibah gitu, soalnya kasusnya tentang perceraian artis nikah muda. Menurut kalian sender harus gimana? Sender gak mau kena dosa😭",Positive
"Mulai memberanikan lagi dateng ke acara nikahan, setelah kejadian yang membuat aku trauma, yaitu PERCERAIAN!!! https://t.co/XSnByFSPyi",Positive
"@convomf Udh nder, saran nih ya mau di terima atau ngk terserah. Jgn banyak alasan nunggu ade udh gede. Ajuin aja perceraian langsung nokap jg bisa dateng ke KUA urusin (gue tau karena gue jg nemenin mama gue) ngk lama kok cepet",Positive
broken home bukan tentang perceraian aja,Negative
Areum eks T-ara Umumkan Akan Menikah Lagi Setelah Selesaikan Proses Perceraian https://t.co/MT2LajRbrV,Neutral
Olla Ramlan Masih Rahasiakan Perceraian ke Anak-Anak  https://t.co/1K3687hoi1  #beritaartis #ollaramlan #rumahtangga #artisindonesia,Neutral
Ahreum eks T-Ara Umumkan Perceraian Sekaligus Rencana Nikah Lagi #Ahreum https://t.co/vEQErPDw7c &amp utm_medium=social&amp utm_source=twitter,Neutral
"@selektiive @convomfs Orang yg katanya menghindari zina tapi mostly nambah angka perceraian dan kelahiran anak, bikin dunia makin sesak. kalo financial stable sih oke, tapi kalo yg masih makan ke rumah orang tua masing2, wkwk🤡",Positive
"sehat-sehat dan bahagia terus ya kalian para penumpang kapal br1sug0 yg masih ngasup hingga skrng. ternyata udh setahun 'perceraian secara sistem' ini :"";1;1;0;0;in;1579437097441628160;1733785724812689901;kavethcm;https://twitter.com/kavethcm/status/1733785724812689901
Sun Dec 10 08:49:42 +0000 2023;1733770954831171625;menjadi seorang pengacara perceraian yang sukses. Tapi, apakah dia bisa menemukan kebahagiaan sejati di tengah-tengah kehidupan yang penuh drama? Saksikan Queen of Divorce untuk mengetahui jawabannya! 🎬 ✨""",Positive
"kesempatan pada Valentine untuk bertunangan.” Jeda sejenak. “Bertunangan dengan laki-laki pilihan mereka.”  Oh, serius.  Ini berita paling buruk setelah perceraian dan pernikahan Hardin.",Positive
@mbarebayudewe @MeAquariusgirl Iya coba to di Kulik kisah perceraian nya jg sibuk cari tau soal soang aja bisa nya,Positive
"@KucengTerbanggg kalo milih pasangan yg bener, kalo udah milih ya komit dan konsisten, jangan sampe udah nikah cerai, karena bapak korban perceraian, bpk tiri dan ibu tiri gk ada yg mau nerima, bapak gk mau cucu cucu bapak bernasib sama",Negative
@papamekdi HAHAHAHA adegan dewasa seperti perceraian si gamau ya☹️,Positive
"@jinniyyaa_ @dailybra @convomf Pengadilan agama,karena agama lain ajarannya gak mengajarkan adanya perceraian. Sedangkan Islam itu membolehkan bercerai (Talak) Wanita pun punya hak menggugat cerai",Neutral
@bubu4u_ Oke nanti infokan perceraian,Neutral
kayaknya gue cocok deh jadi mediator di sidang perceraian orang WKWK,Neutral
@KucengTerbanggg Semarah apapun kamu pada wanita Jangan sampai tangan dan kaki mu yang bicara  Cukup bersabar dan ingat tuhan selalu ada di sisi mu   Ucapan seorang ayah saat anak nya yang berusia 4 tahun sudah tau apa itu perceraian 😁,Negative
Intip Penampilan Lee Ji Ah dan Kang Ki Young Jadi Spesialis Perceraian di Drama 'Queen of Divorce' https://t.co/hykSFDyN3J,Neutral
"Angka perceraian di Bogor didominasi oleh warga sekitar Commuter, waktunya habis untuk dijalan https://t.co/TsuHd5PGRV",Neutral
@MeAquariusgirl Ketimbang cari tau soal soang kenapa ga cari tau aja soal host nya kenapa perceraian nya di sembunyikan,Positive
"isinya kumpulan cerpen/cerita atau kumcer. ada banyak bgt cerita tentang perempuan dan perjuangannya. tentang kekerasan seksual, patriarki, pernikahan, perceraian, feminisme, kisah seorang ibu, kepercayaan, dan masih banyak lagi.",Negative
"@uciiiiiii____ Fr kaya hidup nya ga punya masalah aja perceraian nya aja dia sembunyikan sekarang so2an kepo sm urusan orang lain,",Neutral
"@Wannable1997_ @sunshinediarie @hiddengloomy @convomf Iya, h-7 menikah sekolah pranikah dulu. Ada bimbingan dan lain lain. Inimah kayaknya semua agama ada pranikah, gara2 bnyak kasus perceraian jadi pemerintah bikin program pranikah. Antara cerai sama pranikah beda konteks menurutku",Positive
"Di tengah kasus perceraian dengan Joe Jonas, Sophie Turner mengkonfirmasi hubungan asmaranya dengan seorang bangsawan Inggris. https://t.co/ibrXM8tIGk",Positive
@jogmfs kalau kamu tetep kekeh married sama dia jangan lupa pahami urus berkas perceraian di pengadilan yaa jaga² aja siapa tau perlu..,Positive
"Begitu juga ketika melakukan proses perceraian, hanya masyarakat yg beragama islam yg bisa diproses dalam Pengadilan Agama, sementara yg lainnya harus melalui Pengadilan Negeri☺️",Neutral
"orang yg katanya menghindari zina tapi mostly nambah angka perceraian dan kelahiran anak, bikin dunia makin sesek. kalo financial stable sih oke, tapi kalo yg masih makan ke rumah orang tua masing2, wkwk🤡",Positive
"@convomf KUA itu khusus yg muslim kalau mau nikahan.  Tapi kalau untuk perceraian yg kristen juga wajib ke KUA untuk ambil surat apagitu sebagai data kelengkapan di persidangan.  Untuk buku nikah kristen tidak ada , tapi adanya Akte Nikah yg dikeluarkan oleh dukcapil.",Negative
"11 Pasangan Artis Korea yang Berpisah di 2023, Mulai dari Putus Pacaran Hingga Perceraian Pernikahan. https://t.co/jJpBUOGqpT",Neutral
"menjadi seorang pengacara cerdas dan tangguh yang berjuang melawan ketidakadilan dalam perceraian. Jangan lewatkan drama seru ini, teman-teman!",Positive
"menjadi seorang pengacara yang berdedikasi untuk membantu wanita-wanita yang mengalami perceraian. Drama ini dijamin akan menghadirkan konflik menarik dan cerita yang menginspirasi. Jadi, jangan lewatkan Queen of Divorce tahun depan!",Positive
"menjadi seorang wanita kuat yang memutuskan untuk menceraikan suaminya. Drama ini akan menggambarkan perjuangan dan kekuatan perempuan dalam menghadapi perceraian. Jadi, jangan lewatkan drama Queen of Divorce yang akan segera tayang tahun depan!",Positive
@jinniyyaa_ @convomf urusan hukum soal pernikahan spt perceraian agama Islam = Pengadilan Agama di luar Islam = Pengadilan Negri,Positive
"menikah dan hidup secara katolik adalah pilihan terbaikku menghindari kata cerai, ternyata ketika menikah tetap saja dihadapkan dg hal-hal yg membawa ke arah perceraian.  jawaban hanya ingin coba, iseng"" sangat jelas terekam di text yg dia kirim, it's hurt and the feeling gone.""",Positive
Wanita diperkirakan lebih rentan mengalami depresi setelah perceraian jika tidak ada koneksi sosial yang kuat. Bagaimana pentingnya dukungan sosial terhadap kesejahteraan mental pasca perceraian?,Negative
"wkwkwk kita butuh lebih banyak konten seperti iniiii, sangat menyegarkan timeline. cape bngt sama berita tentang perceraian dan hal-hal buruk dlm pernikahan. semoga kita semua bisa ketemu orng yang tepat suatu hari nnti.",Positive
Apa yang menyebabkan Joint Custody semakin umum dalam tuntutan hak asuh anak setelah perceraian?,Neutral
"Sebelum Menikah dengan Muhammad Khairi, Kiky Saputri Sudah Siap dengan Kemungkinan Perceraian: Sebelum menikah dengan Muhammad Khairi, Kiky Saputri sudah mempertimbangkan banyak hal. https://t.co/XPxvj8OeMC",Positive
@meriecaceae Mereka berusaha mempererat ikatan pasca perceraian Papa HYBE dengan Mama CJ :),Positive
"Aku juga baru tau setelah doi ngasih tau:) Tapi awalnya karena kasus perceraian artis siapa gitu, ku bingung kenapa bukan di pengadilan agama kok pengadilan negeri. Ternyata oh ternyata wkwkwk  ... dan ini tuh baru 2-3 tahun lalu wkwkwkkw""",Positive
"@convomf klo nonmus itu nikahnya di capil nder, dan dpt akta pernikahan setelah pemberkatan di gereja berbeda dgn buku nikah, sprti hal nya PA hnyr diperuntukkan mengurus perceraian muslim klo nonmus mereka ngurusnya ke PN",Positive
"salah satu penyebab perceraian yang paling sering, soalnya nimbulin akar akar permasalahan yang lain.",Negative
"Aku tau betul siapa diantara kalian yg selingkuh pak buk. Hingga berujung perceraian dan aku menjadi korbannya. Makasih banyak loh pak buk, anakmu sampai saat ini sering tertawa sendiri, ngomong sendiri. Capek banget pak buk, moga anakmu ini kuat""",Positive
"@awang2_ @hwangdoodoo @convomf Cmiiw ya, betul kata kakaknya, dan setauku di agama lain gaada perceraian, sedangkan di islam ada, lalu pembagian warisan juga diatur agama kak, ga boleh asal, tapi memang kurang dipenamaan aja, satu lagi, agama lain diurusin kok, cuma beda tempat, dn bukti nikahnya berupa akta",Positive
"@hwangdoodoo @convomf 😅 gw jawab sebatas kapasitas gw sebagai muslim, soalnya di Islam ada hukum yang ngatur soal pembagian jatah warisan, perceraian (ada 3 tingkatan), dll, makanya perlu ada lembaga yang memutuskan secara sah di mata negara soal itu",Negative
"@idk_illy @convomf Pernah baca di salah satu tweet, katanya kenapa pengadilan agama hanya mengurus perceraian buat muslim, karena di agama lain tidak menghendaki perceraian. CMIIW",Negative
"kalau untuk perceraian, yang non muslim kemana? ke pengadilan negeri ya. jadi gitu hehehehe aku dikasih tau dosen ku kayak gini dan aku juga baru tau pas masuk semester lima kemarin. untuk yang nikah itu, kalian bisa lapor ke kantor pemerintahan kok untuk dapat buku nikah.",Positive
@pupiwsunsej @convomf Tuhan membenci perceraian,Negative
"@convomf Sukses dlu, nikah terlalu cepet cuma naikin rasio KDRT, Pengangguran &amp  perceraian",Positive
"@convomf Kalau udah ld11 dari lahir sulit nder mending mundur aja nder, cz udah bnyk kasus perceraian krnanya,, Mrk udah biasa buang anak / orang tua hnya karena keluar dari lD11,   sebenernya kasihan anggota Ld11 cuman dijadikan sapi perah sama imam nya. .",Negative
"@convomf KUA emang buat yang beragama Islam Nder, untuk non-muslim nikahnya di catatan sipil. Sama kayak Pengadilan Agama yang cuma melayani perceraian bagi masyarakat yang beragama islam. Non-muslim di Pengadilan Negeri. Aku juga baru tau ini setelah aku kuliah perdata.",Positive
Anak kelas 9 nulis karangan temanya perceraian tuh agak gmn yah? 😔,Positive
"@jogmfs Ngono kui rata2 potensi perceraian e luwih gede, beberapa konco ku biyen ngono soale, meteng sik, ujung2 e pas anak e wes gede pegatan",Negative
Lagu perceraian 😭 canda kin  https://t.co/aP9KrHdzIk,Positive
@ulaloveyou Jiahhhhh ngurus kasus perceraian keknya,Neutral
"Mksd kasusnya tuh gmn??""  Jd gw nyari kasus kyk penipuan, sengketa tanah, perceraian, pembagian warisan, pembunuhan dll  Trus nanti gw wawancara sikorban/pelaku Nah trus gw bikin dh tuh artikelnya ttg kasus tsb. Begitu frennn""",Negative
"@convomf tadinya nikah tujuan gua karna biar ada temen buat ngobrol di masa tua, cuman setelah ngeliat banyak kasus perceraian, dan KDRT jadi takut buat itu. ga nikah pun ga masalah, karna gua nyari duit sendiri pun masih mampu buat menghidupi lifestyle gua sendiri.",Negative
@bestieboys_ Kasus kyk penipuan/perceraian/pembunuhan/sengketa tanah dll. Pokoknya ttg pelanggaran hukum atau kasus Perdata,Negative
Pernikahan yg serius itu ngga semudah cuman nikah trs punya anak. Menikah perlu ekonomi yg stabil dan mental yg baik pula. Gw ngomong gini menurut fakta bahwa angka perceraian tertinggi itu soal ekonomi.,Positive
So alpha pairing punya risiko perceraian yang tinggi? Menarikk😂,Positive
"Kopel lejen yg pernah kena era perceraian sampe gue ikut stres mikirnya, liat sekarang ada project lagi tuh kek...sumpah terharu bgt 😭😭😭",Negative
lucu banget 😭😭 bisa banget dia bikin cerpen perceraian tapi bagus loh dia walau masih kelas 9 tapi udah bisa bikin cerita tinggal dipoles dikit itu😭,Positive
"Pacaran lama tidak menjamin ke pernikahan,setelah pernikahan pun bisa terjadi perceraian Udah paling bener emang mengingat kematian",Negative
"Kasihan bgt Sungchan anaknya Xiojun sama Karina, dia harus merasakan perceraian kedua orang tuanya🤣🤣🤣  Nice, semoga muridnya bisa jadi penulis cerpen yg bagus natinya🤗",Positive
"Menurut gue, buat kalian yang mau nikah, buat perjanjian pranikah terlebih mengenai harta bersama dan pasca perceraian karena emang harus dipersiapkan sampai ke kemungkinan terburuknya.",Positive
@diaryhijrah08 @tanyakanrl Kalo menikah bikin jadi banyak duit kenapa perceraian tertinggi di indonesia penyebabnya karena ekonomi?,Neutral
@jogmfs Setan2 penghasut perceraian bangga padamu nak!,Negative
hampir tiap hari aja keluar berita begini…ga salah pengadilan agama ngeluarin riset penyebab KDRT dan perceraian itu rata2 masalah ekonomi &amp  ketimpangan relasi kuasa di rumah tangga. korbannya siapa lagi kl bukan wanita &amp  anak2 makanya pemerintah menyerukan ibu rt jg empowered,Negative
"@Ip0ngJkBase @tang__kira Gue kristen bang😂 Kita gak doain org mati, lagipula yg punya suami belum tentu bahagia. Banyak kdrt, selingkuh, apalagi patriarki yg tinggi. Ditambah perceraian tiap tahun meningkat Lagipula hidup gue, kok situ yg sewot Ngidupin kah? Kasih makan kah? ngelahirin? Kagak kan",Negative
Sebahagia apa sih Pernikahan: Xlo Menikah itu sumber Bahagia. Knp banyak Perceraian yg didasari oleh Ekonomi yg menghadirkan Perselingkuhan. &amp  75% itu dilakukan oleh kaum Hawa. #أبوعبيدة,Positive
@baramdungie Kalau kisah perceraian ghica gimana?,Neutral
"@tanyarlfes Manfaatkan, itu previllage kamu. Perceraian orang tua itu urusan mereka, tapi kamu tau kan permasalahannya apa?",Negative
"@Akbar67875158 @BKNgoid pembagian gaji kepada mantan isteri nya dan atau anak-anak nya yang di atur dalam Peraturan Pemerintah Nomor 10 Tahun 1983 Jo Peraturan Pemerintah Nomor 45 Tahun 1990 tentang Izin Perkawinan dan Perceraian bagi PNS, pemberian gaji, tunjangan dan fasilitas lainnya kepada Adri https://t.co/2cbwvip3mU",Positive
@kittenclaay @vendysas Karena mayoritas perceraian di dasari dari ekonomi,Neutral
"@widajannah Tidak berbaur DENGAN laki² kek POLWAN, TNI, DOKTER. masih banyak.biar kecemburuan istri dan suami tidak terjadinya PERCERAIAN karena POLWAN PEREK https://t.co/qXofkSqMaT",Neutral
"@indraidn @tanyarlfes Komunikasi, circle pertemanan, ekonomi bisa diatur asal pasangan suami istri sevisi misi intinya harus nikah sama yg sekufu lah minimal. Meminimalisir perceraian",Positive
"Isteri kembali sosial, penat berpura-pura https://t.co/yGlWACTJNA #K2 #darimahkamahsyariah #isteri #mabuk #perceraian",Negative
"perceraian mama papa, kakek meninggal, oktober kemarin waktu ada masalah di adek",Negative
Intip Penampilan Lee Ji Ah dan Kang Ki Young Jadi Spesialis Perceraian di Drama 'Queen of Divorce' https://t.co/hykSFDyN3J,Neutral
"@ryzazu Masih banyak  - diselingkuhin,perceraian - teman yg toksic - kehilangan anak - di bohongin bertahun2",Negative
@mainqtain Puncak selingkuh dan perceraian di tahun 2024...😁,Negative
"Andai aku punya tabungan,aku udah memberanikan diri untuk mengajukan perceraian,dari pada mental rusak gini.",Positive
Stopppp perceraian ini plis😭🙏🏻,Neutral
"lewat media sosial, aku sering sekali mendapatkan kabar mengenai perselingkuhan, perceraian, perzinahan, dan lain-lain sampai membuatku takut buat menikah.  aku, yang buta dengan nama  ayah"", kerap kali menggambarkan jika lelaki itu adalah makhluk yang penuh nafsu dan tidak_""",Negative
Info ASN (PNS/PPPK) - [CONTOH BERKAS] Laporan Perceraian  Get Our App On Playstore: https://t.co/GvVfUOZHBd #3_pns https://t.co/Op7CUNSC5a,Neutral
"Sering kali dalam pernikahan salah satu pihak tidak menyetujui perceraian yang akan dilakukan. Lantas, bisakah istri secara diam-diam menggugat cerai suami?  Simak penjelasan selengkapnya pada artikel berikut: https://t.co/AV8OUJAg0Z",Positive
"@indraidn @tanyarlfes Istri merasa ga dicintai sih,ini tuh bikin rumtang bener² ga nyaman buat kedua belah pihak,dan kalo ego nya sama² tinggi pasti akan berakhir dengan perceraian",Positive
"https://t.co/sGrFaqU0Ua   Dirinya dibawa-bawa dalam kasus perceraian Nindy Ayunda, Ashanty dan Ririn Ekawati tidak tinggal diam. Keduanya kompak membuat video dengan iringan lagu berjudul ‘Ngana Munafik’.",Positive
"Precaution ya itu. Kalo bikin ya mempermudah ngurus apapun itu yg ada di dalem perjanjian, ketika misalkan ada perceraian. Biasanya pengurusan &amp  biaya anak sm bisnis bersama. Aku pribadi ga pake sih.",Positive
"#Rap Menurut Nadia atau nama sebenar, Nadia Shahrul Annuar, 39, fasa perceraian dua kali yang pernah dilalui itu juga mengajarnya untuk menjadi wanita yang lebih matang.  https://t.co/5kRHS8ozf9",Positive
"@convomf kalo lama ga hamil-hamil biasanya cewe mau effort buat periksa segala macem, tapi kalo cowo cuma effort denial terus nyalahin cewenya, akhirnya cuma muter disitu sampe ada selingkuh atau perceraian. terus kalo masing-masing udah nikah baru ketauan",Negative
